Date,Links,Title,Outlets,Country,Disinformation,Information,claim_text,claim_language,gold_label,source,id
29.11.2020,/report/the-energetical-synchronization-with-europe-is-too-expensive-for-the-baltic-states,Too expensive for the Baltic States to synchronise their energy grids with Europe,lt.sputniknews.ru,"EU,Lithuania,Estonia,Baltic states,Latvia","Lithuania, Latvia, Estonia together with Russia and Belarus are part of the BRELL energy ring. The Baltic States want to disconnect from this ring and synchronise their grids with the rest of Europe through Poland by 2025. Lithuania explains that want to leave BRELL to be “energetically independent from Russia” but experts say that the process of disconnecting from BRELL will be too expensive for the Baltic States, the price of electricity for users will grow.","The case is part of the Kremlin's disinformation campaign about European energy policy. The BRELL energy ring is a Moscow-controlled grid. It is a potential threat for the Baltic States because Russia continuously uses energy politics as a foreign policy instrument. The synchronisation of the Baltic States' energy systems with Europe is part of broader European integration. The European Union financially supports this project. The synchronisation of Lithuania, Latvia, Estonia with the Continental European Network (CEN) was evaluated as the most techno-economically cost-effective one. The process of synchronisation is a cornerstone and one of the most emblematic projects of the Energy Union, a concrete expression of European solidarity in energy security. See more cases concerning energy issues including that the LNG terminal is too expensive for Lithuania, Lithuania dooms itself to energy destitution, The concept of “energy security” has turned into an anti-Russian project.","Lithuania, Latvia, Estonia together with Russia and Belarus are part of the BRELL energy ring. The Baltic States want to disconnect from this ring and synchronise their grids with the rest of Europe through Poland by 2025. Lithuania explains that want to leave BRELL to be “energetically independent from Russia” but experts say that the process of disconnecting from BRELL will be too expensive for the Baltic States, the price of electricity for users will grow.",estonian_native,fake,euvsdisinfo-native,et_4210
23.11.2020,/report/rail-baltica-is-building-for-purposes-of-nato,Rail Baltica is built for the purposes of NATO,lt.sputniknews.ru,"EU,Lithuania,Estonia,Baltic states,Latvia","The Rail Baltica railroad is built in the Baltic States for purposes of North-Atlantic alliance. Without NATO, the purpose of this project is absolutely not clear.","A recurring pro-Kremlin disinformation narrative targetting NATO's presence in the Baltic states. The Rail Baltica is a project of the European Union (not NATO). It is part of EU's North Sea-Baltic TEN-T corridor. The Rail Baltica is financed by the EU as well as by Lithuania, Latvia, and Estonia. It envisages a continuous rail link from Tallinn (Estonia) to Warsaw (Poland), going via Riga (Latvia) and Kaunas (Lithuania). The Baltic route should be completed by 2025; the link to Warsaw by 2030. Rail Baltica will be an important catalyst of continued economic development of the Baltic States, ensuring speedy transportation of passengers and cargo. At the same time, Rail Baltica will play a role in improving military mobility in the region. However it is a civil, not a military project, and it is misleading to portray it as serving primarily NATO needs. See similar narratives about Rail Baltica: “Rail Baltica” is a measure to build up military infrastructure in the Baltic States, The Rail Baltica Project is West’s preparation for war with Russia in 2026.","The Rail Baltica railroad is built in the Baltic States for purposes of North-Atlantic alliance. Without NATO, the purpose of this project is absolutely not clear.",estonian_native,fake,euvsdisinfo-native,et_4293
16.11.2020,/report/estonias-e-voting-can-be-hacked,Estonia's e-voting can be hacked,Baltnews Estonia,Estonia,"Back in 2013, during the security audit of the electronic voting system, a high level vulnerability was discovered. This means that the system can be hacked and, as a result, the election results can be falsified.","The article refers to a report from 2013 and its author. The report claimed the e-voting system included lax and inconsistent operational security, insufficient transparency measures for proving an honest count, and a software design that was vulnerable to attack from foreign powers. However, according to the Estonian Electoral Committee representative, they have had no cooperation or contact with the group in question. Moreover, “The timing is suspicious for us, with it being announced right before the election process begins. We are really happy with constructive criticism, but there is nothing that we see in the report that we already did not know and have been addressing."" E-voting is a secure digital process that has been studied a number of times over the last 15 years. There have also been attempts to break it both consciously (when testing the security of the system) and with slightly more malicious intent. There is no record of a single verified incident of anyone having succeeded in changing, erasing or adding an electronic vote in a way not in accordance with the Elections Act and other public rules. The pro-Kremlin media has also falsely claimed that e-votes are not secret and benefit right-wing parties.","Back in 2013, during the security audit of the electronic voting system, a high level vulnerability was discovered. This means that the system can be hacked and, as a result, the election results can be falsified.",estonian_native,fake,euvsdisinfo-native,et_4364
15.11.2020,/report/the-baltic-countries-had-well-developed-economy-during-the-soviet-era,The Baltic countries had well-developed economy during the Soviet era,journal-neo.org,"Lithuania,Estonia,Ukraine,Latvia","The Baltic countries, influenced by Russophobic propaganda initiated in the West, are increasing their defense budgets and regularly procuring weapons and military equipment from NATO partners (mainly from the United States and Britain). Thirty years ago – before making the abrupt transition to the camp of “Russia’s adversaries” – the Baltic countries (as well as Ukraine) had a well-developed economy, largely oriented towards Russia, while now they have been virtually destroyed. Incidentally, just like withdrawing from NATO, making the transition to the category of neutral countries would free up the budgetary funds that are so necessary for these countries today, and that they now spend on weapons to counter the so-called “threat from Russia”, which continues to be just the fruit yielded by Russophobic propaganda by the United States and Great Britain.","Recurring pro-Kremlin disinformation consistent with disinformation narratives about socio-economic degradation in the Baltic States as opposed to their alleged well-being under the USSR. Estonia’s GDP per capita in 1993 was 5749 dollars, while in 2019 it had increased to 38,811 dollars. The economic situation of all three Baltic states is rather positive, as demonstrated by the economic growth indicators in the EU. The dynamics within the last years can be seen here. These trends have been supported by the World Economic Forum data. By claiming that 30 years ago Baltic countries had a well-developed economy oriented towards Russia, the author knowingly ignores the human price of turning the Baltic economies from the West to East. The Soviet repressions and occupation lasted for 50 years and the estimated war and occupation deaths are at 90,000 in Estonia, 180,000 in Latvia, and 250,000 in Lithuania. Furthermore, it has been estimated that between 1946 and 1953 deportations and violent deaths reached 95,000 in Estonia, 125,000 in Latvia, and 310,000 in Lithuania. NATO’s concern about Russia’s security challenges to the alliance is genuine and not a pretext for stationing more NATO military resources near Russia’s borders. Ever since the 2014 Ukraine crisis, NATO and Western governments have been genuinely concerned about Russia’s increasingly aggressive foreign and military policies and about the challenges posed by Russia to Transatlantic security. Moreover, in the past six years European governments and security services have been increasingly concerned about Russian hostile influence activities aimed at weakening the EU and NATO, fermenting divisions in societies and discrediting and destabilising liberal democracies. Such activities – often described as “hybrid threats” – include cyber-attacks, disinformation campaigns, interference in political processes, energy pressures, intelligence operations, the strategic use of corruption and the deployment of unmarked military personnel.","The Baltic countries, influenced by Russophobic propaganda initiated in the West, are increasing their defense budgets and regularly procuring weapons and military equipment from NATO partners (mainly from the United States and Britain). Thirty years ago – before making the abrupt transition to the camp of “Russia’s adversaries” – the Baltic countries (as well as Ukraine) had a well-developed economy, largely oriented towards Russia, while now they have been virtually destroyed. Incidentally, ju",estonian_native,fake,euvsdisinfo-native,et_4372
09.11.2020,/report/estonia-should-not-interfere-in-affairs-of-other-countries,Estonia should not interfere in affairs of other countries,Baltnews Estonia,Estonia,"It is obvious that for Estonia, as a state, it would be much more useful to adhere to a more moderate line, without interfering in the affairs of other countries [as in the case of poisoning Alexei Navalny], since this brings nothing but problems for its inhabitants. But since it is difficult to call Estonia’s foreign policy independent, one can only hope that the excessive zeal of local politicians will not become too destructive.","The misleading narrative claims 1) that Estonia is interfering in the internal affairs of other counrties, 2) that sanctioning Russia for poisoning Alexei Navalny “brings nothing but problems” and 3) questions Estonia’s foreign policy independency. The EUvsDisinfo database features numerous examples where Western countries are accused in interfering, for example the United States is allegedly interfering in Belarus, and Polish special services intervened in Ukraine. However, according to the pro-Kremlin media, the opposite is claimed to be true for Russia, as it never meddles in internal affairs of other countries. In reality, the interference of Russia in internal affairs for example of ex-soviet countries is a long tradition that sometimes even ended in frozen armed conflicts. The question of who is independent and who is under the control of whom is a recurring topic. According to pro-Kremlin media, Russia is independent, but most of the other countries are not. Examples include: Ukrainian government is under the control of US (although Ukraine, Armenia and Azerbaijan have never been independent anyway), and Washington also controls Poland and Lithuania.","It is obvious that for Estonia, as a state, it would be much more useful to adhere to a more moderate line, without interfering in the affairs of other countries [as in the case of poisoning Alexei Navalny], since this brings nothing but problems for its inhabitants. But since it is difficult to call Estonia’s foreign policy independent, one can only hope that the excessive zeal of local politicians will not become too destructive.",estonian_native,fake,euvsdisinfo-native,et_4431
13.10.2020,/report/the-west-deprived-ukraine-and-baltic-states-of-their-sovereignty-and-made-them-anti-russian-tools,The West deprived Ukraine and Baltic states of their sovereignty,Vesti FM - YouTube,"EU,US,Lithuania,Estonia,Baltic states,Ukraine,Russia,Latvia","The West uses the topic of sovereignty precisely in order to deprive others of it, just as this happened with the Baltic states, or Ukraine: once out of the USSR, they surrendered their sovereignty. The plan has never been to give them sovereignty but to use them as an anti-Russian tool for the destruction of Russia.","Conspiracy theory with no evidence given. This disinformation message advances pro-Kremlin narratives undermining the statehood of Ukraine and sovereignty of the Baltic states casting them as abandoned by their Western partners. Sovereignty and respect for other countries' independent rights are at the core of Western liberal democracy. There is no evidence that the West is depriving Ukraine or the Baltic states of their sovereignty or that they are tools against Russia. The Baltic states - Estonia, Latvia, and Lithuania - are fully-fledged members of the EU and NATO, where they have the same rights as any other member state. They are sovereign, independent, and democratic countries. Ukraine is an independent country. Its sovereignty and territorial integrity are respected by almost all countries. Ukraine is a priority partner for the EU and a strategic partner for the US. Ukraine also develops its relations with NATO. The EU, the US, and other Western partners support the democratic development of Ukraine in accordance with the UN Charter’s principles of non-interference into internal affairs and respect towards territorial integrity and political independence. See similar disinformation cases alleging that the West have disposed of Ukraine like trash, that the three seas initiative is an American project against the EU, that Ukraine surrenders its sovereignty to get loans from the EU, or that Ukraine is occupied by the Americans.","The West uses the topic of sovereignty precisely in order to deprive others of it, just as this happened with the Baltic states, or Ukraine: once out of the USSR, they surrendered their sovereignty. The plan has never been to give them sovereignty but to use them as an anti-Russian tool for the destruction of Russia.",estonian_native,fake,euvsdisinfo-native,et_4686
07.10.2020,/report/latvia-and-estonia-backed-an-attempted-putsch-in-belarus,Latvia and Estonia backed an attempted putsch in Belarus,de.news-front.info,"Belarus,Estonia,Latvia",The ambassadors of Latvia and Estonia were recalled from Minsk after the Baltic countries had backed an attempted putsch in Belarus.,"A recurring pro-Kremlin narrative about Western attempts to organise a coup or colour revolution in Belarus. The protests in Belarus erupted to contest the results of the presidential election on the 9th of August, which were not monitored by independent experts, and are largely considered fraudulent by both international observers and a big part of the Belarusian society. On 19 August 2020 the European Council called Belarusian elections neither free nor fair. Mobilisations were organised and carried out by local actors, opposition politicians and Belarusian citizens, without any foreign involvement. In October 2020, the EU-Council imposed sanctions against 40 individuals identified as responsible for repression and intimidation against peaceful demonstrators, opposition members and journalists in the wake of the 2020 presidential election in Belarus, as well as for misconduct of the electoral process. See the full text and the Council conclusions (page 10). Read earlier disinformation cases alleging that Poland is preparing Euromaidan scenario for Belarus, that Belarus will turn anti-Russian in case it does not deepen integration with Russia, that the West's only interest in Belarus is to make it anti-Russian, and that the US plans to turn Belarus into its colony, a coup and foreign military invasion may happen.",The ambassadors of Latvia and Estonia were recalled from Minsk after the Baltic countries had backed an attempted putsch in Belarus.,estonian_native,fake,euvsdisinfo-native,et_4729
01.10.2020,/report/sweden-has-lied-about-estonia-being-sunk-by-a-russian-submarine,"For 25 years, Sweden has lied about ""Estonia"" being sunk by a Russian submarine",tsargrad.tv,"Sweden,Estonia","Over 800 people died when an Estonian ferry sunk in 1994. Traditionally, Russia has been blamed for the incident, as a Russian submarine allegedly would have caused it. New facts, presented recently, show that Sweden for all these years have lied to the face of the Estonian authorities. This was written in the Swedish daily Expressen.","A unfounded claim. The daily Expressen comments on a recent documentary, suggesting a hole is found in the hull of the ship. A theory of a Russian submarine, causing the disaster is not found in the article and has never been seriously considered in Sweden. The official investigation concluded that the ship sunk as a result of technical malfunction of the bow visor in heavy weather. The final report can be found here. The governments of Sweden, Finland and Estonia have agreed to study the claims from the documentary and decide whether a new investigation should be conducted.","Over 800 people died when an Estonian ferry sunk in 1994. Traditionally, Russia has been blamed for the incident, as a Russian submarine allegedly would have caused it. New facts, presented recently, show that Sweden for all these years have lied to the face of the Estonian authorities. This was written in the Swedish daily Expressen.",estonian_native,fake,euvsdisinfo-native,et_4770
28.09.2020,/report/soviet-occupation-is-a-myth,Soviet occupation is a myth,Baltnews Estonia,"Estonia,Baltic states","The main reason for the myth of the “Soviet occupation” is the policy of apartheid and de-Russification. They just want to find an excuse for discrimination against the Russian-speaking minority. As long as NATO is in the Baltics, we will constantly hear about the “Soviet occupation”, the policy of apartheid will continue, and the country’s leaders will continue their anti-Russian rhetoric.","Recurring pro-Kremlin disinformation narrative about the Baltic States. The Soviet occupation is not a myth. On the 23rd of August, 1939, Soviet Union and Nazi Germany signed a non-aggression (Molotov-Ribbentrop) pact, whose secret protocols divided the territories belonging to Poland, Lithuania, Latvia, Estonia, Finland and Romania into Soviet and Nazi spheres of influence. The secrets behind the the Molotov-Ribbentrop pact led to World War II and all its consequences. Shortly after the pact was signed, Poland was invaded by Nazi Germany on 1 September and by Soviets on 17 September in 1939, followed by the Soviet aggression against Finland, and in June 1940 - occupation of the Baltic States and part of Romania. After Germany attacked the USSR in June 1941, the Baltic States were occupied by Nazi Germany until 1944 when the region reverted to Soviet control. Contrary to the claims of the pro-Kremlin media, the re-capturing of the Baltic States did not bring freedom, but Soviet repressions and occupation, which lasted for 50 years. The estimated war and occupation deaths are at 90,000 in Estonia, 180,000 in Latvia, and 250,000 in Lithuania. Furthermore, It has been estimated that between 1946 and 1953 deportations and guerrilla deaths reached 95,000 in Estonia, 125,000 in Latvia, and 310,000 in Lithuania. As for apartheid, it's a recurring pro-Kremlin propaganda narrative about discrimination of the Russian-speaking minority and ubiquitous Russophobia in the Baltic states and beyond. For background, read our analysis The “Russophobia” Myth: Appealing to the Lowest Feelings and look at earlier disinformation cases alleging that Russophobia is the main activity of the Latvian state and that Lithuania is NATO's dog barking at Belarus and Russia. See earlier disinformation cases alleging that Latvia instigates linguistic genocide against Russian-speaking citizens, that genocide against ethnic Russians / Russian-speaking population in Anglo-Saxon-ruled Latvia is possible, that Lithuania is temporarily NATO-occupied territory ruled by non-Lithuanians, and that Baltic states' policies are similar to Third Reich's.","The main reason for the myth of the “Soviet occupation” is the policy of apartheid and de-Russification. They just want to find an excuse for discrimination against the Russian-speaking minority. As long as NATO is in the Baltics, we will constantly hear about the “Soviet occupation”, the policy of apartheid will continue, and the country’s leaders will continue their anti-Russian rhetoric.",estonian_native,fake,euvsdisinfo-native,et_4791
21.09.2020,/report/estonia-renewed-attacks-on-russian-language,Estonia again on the way to war against Russian language,news-front.info,"Estonia,Russia","The Estonian Reform Party has presented in Parliament a bill on the complete elimination of Russian-language education in schools and kindergartens. Estonia is purposefully and consistently being built in a way in which, contrary to the constitution and ratified international conventions, the interests and rights of national minorities are ignored. The situation is getting worse every year. ","The Kremlin and the pro-Kremlin media have for a long time used disinformation narratives that portray Baltic states as dictatorial regimes practicing discrimination against Russian minorities and forcing Russians to speak local languages. The draft bill in question has not been approved by the Estonian parliament. At the moment, in Estonia, students traditionally learn at least two foreign languages in school. According to the national curricula, students of Estonian-medium schools can learn English, French, German or Russian as the first (A) foreign language. The majority of students study English as their first foreign language. Students of Russian-medium schools study Estonian as their first foreign language (Estonian as the second language). It should be noted that according to the The Estonian Human Development Report ""demographic developments together with the school choices of Russian families reduced both the number of Russian schools in Estonia as well as the share of students attending Russian schools."" See earlier disinformation cases alleging that Latvia instigates linguistic genocide against Russian-speaking citizens, that genocide against ethnic Russians / Russian-speaking population in Anglo-Saxon-ruled Latvia is possible, that Lithuania is temporarily NATO-occupied territory ruled by non-Lithuanians, and that Baltic states' policies are similar to Third Reich's.","The Estonian Reform Party has presented in Parliament a bill on the complete elimination of Russian-language education in schools and kindergartens. Estonia is purposefully and consistently being built in a way in which, contrary to the constitution and ratified international conventions, the interests and rights of national minorities are ignored. The situation is getting worse every year. ",estonian_native,fake,euvsdisinfo-native,et_4853
04.09.2020,/report/nazi-ideology-is-on-the-rise-again-in-a-number-of-osce-participating-states,Nazi ideology is on the rise again in a number of OSCE participating states,russian.rt.com,"Lithuania,Estonia,Ukraine,Russia,Latvia","The propaganda of Nazi ideas and values ​​is openly carried out, national radicals are raising their heads, attempts to split society along ethnic and linguistic lines are intensifying in a number of OSCE participating states. So, in Estonia, gatherings of admirers of the Estonian servicemen of the 20th Waffen-SS division are held. In Riga, every year on March 16, marches of SS legionnaires and their young radical supporters are held. Similar processions are organized in Lithuania. The Ukrainian government also funds “military-patriotic” camps for young people under the auspices of ultra-right groups. In addition, there are over 900 different “hate groups” operating in the United States. It is also significant that Ukraine and the United States are the only states that annually vote against UN General Assembly resolution condemning the glorification of Nazism.","Recurring pro-Kremlin narrative attempting to link the Baltic countries and Ukraine with Nazism, Fascism, and anti-Semitism. The accusation of Nazism is a popular propaganda technique used by pro-Kremlin outlets. Read more: Nazi east, Nazi west, Nazi over the cuckoo's nest. The UN General Assembly resolution condemning the glorification of Nazism was presented by the Russian Federation and was opposed by the delegations of the US and Ukraine because of its attempts to legitimatize Russian Federation disinformation narratives. ""The United States has voted against each new version of this draft resolution since 2005 to protect against unacceptable restrictions on freedom of expression"", according to the transcript of the meeting. The representative of Ukraine said that Ukraine condemned all forms of Nazism and neo-Nazism, racism, xenophobia and related intolerance. However, the draft resolution has nothing in common with the fight against Nazism; the penholder attempts to monopolize the victory over the Nazis in pursuit of political interests. See similar disinformation cases such as Europe is becoming Nazi again, Baltic states openly glorify Nazism, Poles are stoking nationalist sentiment in Ukraine in order to annex Lviv and the EU continues aggressive policies of Nazi Germany.","The propaganda of Nazi ideas and values ​​is openly carried out, national radicals are raising their heads, attempts to split society along ethnic and linguistic lines are intensifying in a number of OSCE participating states. So, in Estonia, gatherings of admirers of the Estonian servicemen of the 20th Waffen-SS division are held. In Riga, every year on March 16, marches of SS legionnaires and their young radical supporters are held. Similar processions are organized in Lithuania. The Ukrainian",estonian_native,fake,euvsdisinfo-native,et_5003
01.09.2020,/report/military-excercises-in-estonia-are-provocative-and-threaten-regional-stability,Military excercises in Estonia are provocative and threaten regional stability,"Kommersant, iz.ru, RT Online - Facebook, lt.sputniknews.ru, Interfax Militarynews, 47news.ru, tass.ru, RIA, gazeta.ru, inforos.ru, narpolit.com, 39rus.org, aif.ru, rg.ru, rostov.tsargrad.tv, rossaprimavera.ru, 360tv.ru, Baltijas Balss.lv, politinformburo.ru, rodina.ru, riafan.ru, ustinka.kz, nevainfo.ruShow more","US,Estonia",The Russian Federation has repeatedly offered to the United States and its allies to limit training activities and to divert exercise areas from the line of contact between Russia and NATO. We consider the actions of the US Armed Forces in Estonia provocative and extremely dangerous for regional stability.,"This is a recurring pro-Kremlin disinformation narrative about NATO allegedly pursuing a belligerent and hostile agenda against Russia. Every nation has the right to conduct exercises, but it is important that they are conducted transparently and in line with international obligations. NATO is a defensive alliance, whose purpose is to protect its member states. During the Warsaw summit in July 2016, NATO has made it clear that ""The Alliance does not seek confrontation and poses no threat to Russia"". NATO's exercises and military deployments in the Baltic states are not directed against Russia – or any other country. NATO has reached out to Russia consistently, transparently and publicly over the past 29 years. The claim that NATO is encircling Russia is one of the myths about NATO. Russia's land border is just over 20,000 kilometres long. Of that, less than one-sixteenth (1,215 kilometres), is shared with NATO members. Russia has land borders with 14 countries. Only five of them are NATO members. Russia has military bases or soldiers in three of the EU's Eastern neighbourhood countries, Georgia, Moldova, and Ukraine, without the consent of their governments. See other examples of disinformation about NATO in our database, such as its never-ending provocations, the Alliance's permanent targeting of Russia and Belarus, its role as a US subjugation tool for other countries and its unreliability to defend its members, that the EU is encircling Russia and creating additional conflict zones, while NATO exploits non-existent “Russian threat” to increase its presence close to Russian borders.",The Russian Federation has repeatedly offered to the United States and its allies to limit training activities and to divert exercise areas from the line of contact between Russia and NATO. We consider the actions of the US Armed Forces in Estonia provocative and extremely dangerous for regional stability.,estonian_native,fake,euvsdisinfo-native,et_5054
01.09.2020,/report/nato-exercises-in-estonia-are-provocative-and-dangerous-an-unfriendly-message-addressed-to-russia,NATO exercises in Estonia are an unfriendly message addressed to Russia,ru.armeniasputnik.am,"Estonia,Baltic states,Russia","Any NATO exercise is a message in military language addressed to certain countries, in this case, an unfriendly message addressed to Russia. The military exercises in Estonia are provocative and dangerous. NATO is working on a land war scenario. On the eastern borders of the Alliance, a land war can only be waged with Russia, no one else.","This is a recurring pro-Kremlin disinformation narrative about NATO allegedly pursuing a belligerent and hostile agenda against Russia. Every nation has the right to conduct exercises, but it is important that they are conducted transparently and in line with international obligations. NATO is a defensive alliance, whose purpose is to protect its member states. During the Warsaw summit in July 2016, NATO has made it clear that ""The Alliance does not seek confrontation and poses no threat to Russia"". NATO's exercises and military deployments in the Baltic states are not directed against Russia – or any other country. NATO has reached out to Russia consistently, transparently and publicly over the past 29 years. The claim that NATO is encircling Russia is one of the myths about NATO. Russia's land border is just over 20,000 kilometres long. Of that, less than one-sixteenth (1,215 kilometres), is shared with NATO members. Russia has land borders with 14 countries. Only five of them are NATO members. Russia has military bases or soldiers in three of the EU's Eastern neighbourhood countries, Georgia, Moldova, and Ukraine, without the consent of their governments. See other examples of disinformation about NATO in our database, such as its never-ending provocations, the Alliance's permanent targeting of Russia and Belarus, its role as a US subjugation tool for other countries and its unreliability to defend its members, that the EU is encircling Russia and creating additional conflict zones, while NATO exploits non-existent “Russian threat” to increase its presence close to Russian borders.","Any NATO exercise is a message in military language addressed to certain countries, in this case, an unfriendly message addressed to Russia. The military exercises in Estonia are provocative and dangerous. NATO is working on a land war scenario. On the eastern borders of the Alliance, a land war can only be waged with Russia, no one else.",estonian_native,fake,euvsdisinfo-native,et_5056
21.08.2020,/report/on-the-issue-of-belarus-the-us-satellites-in-the-eu-will-support-any-anti-russian-position,"On the issue of Belarus, the US satellites in the EU will support any anti-Russian position",ru.armeniasputnik.am,"US,Belarus,Lithuania,Estonia,Baltic states,Russia,Latvia","The main thing for Vilnius in the situation in the neighbouring country (Belarus) is to serve Washington. Lithuania, like other US satellites, will support any position on the issue of Belarus, at least favourable to Washington and with an anti-Russian context. The Baltic states are not under the influence of the European Union. They are in full support of America’s interests, often acting contrary to the agreed position of the European Union or the countries of Old Europe. Being geographically in Europe, they often act contrary to the interests of Europe. The task is to maintain an anti-Russian and pro-American context, no matter what it is based on, whether it protests against the election results in Belarus or global warming.","Recurring pro-Kremlin disinformation narrative about the lost sovereignty of the European countries and US presence in Europe, alleging that the United States fully controls the foreign policy of the EU member states, including the Baltic states (these countries are often presented as American “vassals” or puppet states). The Kremlin-controlled media regularly accuses the political elites of Lithuania of Russophobia and the implementation of anti-Russian policies. The EU Member States and particularly Lithuania are independent states, which shape their own foreign and domestic policies without any “dictate” from the USA. The US is an important ally to the EU but EU policy is not determined by the US, as explained by the EU High Representative. Lithuania supports the independence and territorial integrity of Belarus. Lithuania, as well as the EU, have expressed support to people protesting in Belarus. See earlier disinformation cases alleging that the Vassal Eastern EU countries obey the US in order to counter Western Europe, that US is occupying the EU and the Baltic countries nearly lost their statehood, that Lithuania is NATO's dog barking at Belarus and Russia, that Lithuania is temporarily NATO-occupied territory ruled by non-Lithuanians, and that Warsaw and Vilnius are worsening the political crisis in Belarus.","The main thing for Vilnius in the situation in the neighbouring country (Belarus) is to serve Washington. Lithuania, like other US satellites, will support any position on the issue of Belarus, at least favourable to Washington and with an anti-Russian context. The Baltic states are not under the influence of the European Union. They are in full support of America’s interests, often acting contrary to the agreed position of the European Union or the countries of Old Europe. Being geographically ",estonian_native,fake,euvsdisinfo-native,et_5129
20.08.2020,/report/eu-is-creating-a-poverty-belt-in-the-east-of-the-eu-to-secure-access-to-cheap-labour,"EU is creating a poverty belt in the East of the EU, to secure access to cheap labour",RT Germany (old),"EU,Belarus,Lithuania,Estonia,Ukraine,Latvia","The EU is creating a poverty belt in its east, consisting of Ukraine, the Baltic States and now Belarus, in order to secure access to cheap labour and sales markets. It has been the economic survival model of the Baltic States for years to export low-wage labour to other EU countries, it has become the business model of Ukraine and it will also become the model of Belarus. When Belarus turns to the EU and the West, that is what will follow – the complete exploitation of the country, a wave of industrial bankruptcies, the decay of the infrastructure, in short: the complete economic decline in Belarus. This is what Belarus, unlike Russia, was largely spared of in the nineties of the last century.","A recurring pro-Kremlin disinformation narrative about Belarus, the West and the EU The Protests in Belarus erupted after thousands of people took to the streets to contest the results of the Presidential elections in Belarus, which are considered fraudulent by a large part of society. This claim about the EU exploiting countries to its east is consistent with the recurring pro-Kremlin disinformation narratives about a disastrous horror scenario for the economy in Belarus, in case Belarus should reorientate itself geo-politically towards the West. The EU is not interested in creating a poverty belt in its East, nor in securing access to cheap labour in the Baltics, Ukraine or Belarus. It is a recycled recurrent narrative for EaP-states, that the West or the IMF wants to destroy the Ukrainian economy and to turn Ukrainians into the cheap labour force. The narrative portrays the economic situation of Ukraine as disastrous and alleging that Belarus' future is only possible in union with Russia. Read earlier disinformation cases alleging that Poland is preparing Euromaidan scenario for Belarus, that the West's only interest in Belarus is to make it anti-Russian, that Belarus moves towards complete colonisation by the West, and that Germany created the euro to colonise countries that couldn’t be conquered militarily.","The EU is creating a poverty belt in its east, consisting of Ukraine, the Baltic States and now Belarus, in order to secure access to cheap labour and sales markets. It has been the economic survival model of the Baltic States for years to export low-wage labour to other EU countries, it has become the business model of Ukraine and it will also become the model of Belarus. When Belarus turns to the EU and the West, that is what will follow – the complete exploitation of the country, a wave of in",estonian_native,fake,euvsdisinfo-native,et_5136
19.08.2020,/report/eu-stance-belarus-all-about-geopolitics-not-human-rights-democracy,"The EU stance on Belarus is all about geopolitics, not human rights or democracy",mundo.sputniknews.com,"Poland,Belarus,Lithuania,Estonia,Russia","The statements coming from the European Parliament and European capitals, especially from Lithuania, Estonia and Poland, about the political crisis in Belarus are not about Lukashenko, human rights or democracy, but about geopolitics. It is not a secret to anybody that this is a geopolitical fight over the post-Soviet space, and we have already seen this competition in other periods after the collapse of the Soviet Union.","This is part of a Russian disinformation campaign on Belarus based on recurrent pro-Kremlin disinformation narratives, portraying European and US reactions to post-electoral events in the country as an interference attempt, and popular protests against the results as a Western-led colour revolution, all part of a competition over influence in the post-Soviet space. Contrary to the claim, the EU policy towards Belarus is indeed based on the promotion of human rights and democracy. Presidential elections celebrated in Belarus on August 9 were not monitored by independent experts, and are largely considered fraudulent by both international observers and a big part of the Belarusian society. On 19 August 2020 the European Council called Belarus's elections neither free nor fair, condemned the violence against peaceful protesters, called for a complete and transparent investigation into all alleged abuses, and announced its decision to impose sanctions on a substantial number of individuals responsible for violence, repression, and election fraud. See other examples of pro-Kremlin disinformation narratives in Belarus, such as claims that the EU reaction to Lukashenko’s victory is an example of Western double standards; that the same lack of democracy and repression is present in EU countries that criticize them in Minsk; , and that the Ukrainian secret services may have planned terrorist attacks in Belarusian territory; that the West wants to prepare another Maidan in the country; or that Belarusians, Ukrainians and Russians are one single nation.","The statements coming from the European Parliament and European capitals, especially from Lithuania, Estonia and Poland, about the political crisis in Belarus are not about Lukashenko, human rights or democracy, but about geopolitics. It is not a secret to anybody that this is a geopolitical fight over the post-Soviet space, and we have already seen this competition in other periods after the collapse of the Soviet Union.",estonian_native,fake,euvsdisinfo-native,et_5142
