claim_id,claim_language,gold_label,claim_text,model,instruction_language,raw_response,verdict
4888,hindi,fake,"आगरा में 48 घंटे में भर्ती हुए 28 कोरोना मरीजों की मृत्यु हो गई।

यूपी सरकार के लिए कितनी शर्म की बात है कि इसी मॉडल का झूठा प्रचार करके सच दबाने की कोशिश की गई।

सरकार की नो टेस्ट=नो कोरोना पॉलिसी पर",google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
4888,hindi,fake,"आगरा में 48 घंटे में भर्ती हुए 28 कोरोना मरीजों की मृत्यु हो गई।

यूपी सरकार के लिए कितनी शर्म की बात है कि इसी मॉडल का झूठा प्रचार करके सच दबाने की कोशिश की गई।

सरकार की नो टेस्ट=नो कोरोना पॉलिसी पर",google/gemini-2.5-flash-lite,instruction_hindi,UNSURE,UNPARSEABLE
4888,hindi,fake,"आगरा में 48 घंटे में भर्ती हुए 28 कोरोना मरीजों की मृत्यु हो गई।

यूपी सरकार के लिए कितनी शर्म की बात है कि इसी मॉडल का झूठा प्रचार करके सच दबाने की कोशिश की गई।

सरकार की नो टेस्ट=नो कोरोना पॉलिसी पर",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
4888,hindi,fake,"आगरा में 48 घंटे में भर्ती हुए 28 कोरोना मरीजों की मृत्यु हो गई।

यूपी सरकार के लिए कितनी शर्म की बात है कि इसी मॉडल का झूठा प्रचार करके सच दबाने की कोशिश की गई।

सरकार की नो टेस्ट=नो कोरोना पॉलिसी पर",deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
4888,hindi,fake,"आगरा में 48 घंटे में भर्ती हुए 28 कोरोना मरीजों की मृत्यु हो गई।

यूपी सरकार के लिए कितनी शर्म की बात है कि इसी मॉडल का झूठा प्रचार करके सच दबाने की कोशिश की गई।

सरकार की नो टेस्ट=नो कोरोना पॉलिसी पर",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
4888,hindi,fake,"आगरा में 48 घंटे में भर्ती हुए 28 कोरोना मरीजों की मृत्यु हो गई।

यूपी सरकार के लिए कितनी शर्म की बात है कि इसी मॉडल का झूठा प्रचार करके सच दबाने की कोशिश की गई।

सरकार की नो टेस्ट=नो कोरोना पॉलिसी पर",deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
123,hindi,fake,"बढ़िया ख़बर 

यूपी सरकार ने कांग्रेस की तरफ़ से भेजी गई बसों को चलाने की इजाज़त दी। #शर्मनाक
यह कोई रेल नहीं है #मोड़ी_टी यह कोई जाम नहीं है #उत्तरप्रदेश मे #प्रियंका_गाँधी जी ने 1000 बस तैयार कर रखी ",google/gemini-2.5-flash-lite,instruction_english,FAKE,FAKE
123,hindi,fake,"बढ़िया ख़बर 

यूपी सरकार ने कांग्रेस की तरफ़ से भेजी गई बसों को चलाने की इजाज़त दी। #शर्मनाक
यह कोई रेल नहीं है #मोड़ी_टी यह कोई जाम नहीं है #उत्तरप्रदेश मे #प्रियंका_गाँधी जी ने 1000 बस तैयार कर रखी ",google/gemini-2.5-flash-lite,instruction_hindi,FAKE,FAKE
123,hindi,fake,"बढ़िया ख़बर 

यूपी सरकार ने कांग्रेस की तरफ़ से भेजी गई बसों को चलाने की इजाज़त दी। #शर्मनाक
यह कोई रेल नहीं है #मोड़ी_टी यह कोई जाम नहीं है #उत्तरप्रदेश मे #प्रियंका_गाँधी जी ने 1000 बस तैयार कर रखी ",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
123,hindi,fake,"बढ़िया ख़बर 

यूपी सरकार ने कांग्रेस की तरफ़ से भेजी गई बसों को चलाने की इजाज़त दी। #शर्मनाक
यह कोई रेल नहीं है #मोड़ी_टी यह कोई जाम नहीं है #उत्तरप्रदेश मे #प्रियंका_गाँधी जी ने 1000 बस तैयार कर रखी ",deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
123,hindi,fake,"बढ़िया ख़बर 

यूपी सरकार ने कांग्रेस की तरफ़ से भेजी गई बसों को चलाने की इजाज़त दी। #शर्मनाक
यह कोई रेल नहीं है #मोड़ी_टी यह कोई जाम नहीं है #उत्तरप्रदेश मे #प्रियंका_गाँधी जी ने 1000 बस तैयार कर रखी ",deepseek/deepseek-v4-flash,instruction_hindi,UNCERTAIN,UNCERTAIN
123,hindi,fake,"बढ़िया ख़बर 

यूपी सरकार ने कांग्रेस की तरफ़ से भेजी गई बसों को चलाने की इजाज़त दी। #शर्मनाक
यह कोई रेल नहीं है #मोड़ी_टी यह कोई जाम नहीं है #उत्तरप्रदेश मे #प्रियंका_गाँधी जी ने 1000 बस तैयार कर रखी ",deepseek/deepseek-v4-flash,instruction_estonian,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
4344,hindi,fake,संजय राऊत का आयुर्वेदिक अंडे पर ज्ञान।शिवसेना के ऐसे नेताओं की सोच ने ही आज पार्टी को निम्न स्तर पर पहुंचा दिया।,google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
4344,hindi,fake,संजय राऊत का आयुर्वेदिक अंडे पर ज्ञान।शिवसेना के ऐसे नेताओं की सोच ने ही आज पार्टी को निम्न स्तर पर पहुंचा दिया।,google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
4344,hindi,fake,संजय राऊत का आयुर्वेदिक अंडे पर ज्ञान।शिवसेना के ऐसे नेताओं की सोच ने ही आज पार्टी को निम्न स्तर पर पहुंचा दिया।,google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
4344,hindi,fake,संजय राऊत का आयुर्वेदिक अंडे पर ज्ञान।शिवसेना के ऐसे नेताओं की सोच ने ही आज पार्टी को निम्न स्तर पर पहुंचा दिया।,deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
4344,hindi,fake,संजय राऊत का आयुर्वेदिक अंडे पर ज्ञान।शिवसेना के ऐसे नेताओं की सोच ने ही आज पार्टी को निम्न स्तर पर पहुंचा दिया।,deepseek/deepseek-v4-flash,instruction_hindi,UNCERTAIN,UNCERTAIN
4344,hindi,fake,संजय राऊत का आयुर्वेदिक अंडे पर ज्ञान।शिवसेना के ऐसे नेताओं की सोच ने ही आज पार्टी को निम्न स्तर पर पहुंचा दिया।,deepseek/deepseek-v4-flash,instruction_estonian,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
1266,hindi,fake,"कांग्रेस की जीत को अब तक 24 घंटे भी नहीं हुए और नारे शुरू हो गए की, ""बाबरी मस्जिद लेके रहेंगे, पाकिस्तान ज़िंदाबाद

",google/gemini-2.5-flash-lite,instruction_english,FAKE,FAKE
1266,hindi,fake,"कांग्रेस की जीत को अब तक 24 घंटे भी नहीं हुए और नारे शुरू हो गए की, ""बाबरी मस्जिद लेके रहेंगे, पाकिस्तान ज़िंदाबाद

",google/gemini-2.5-flash-lite,instruction_hindi,FAKE,FAKE
1266,hindi,fake,"कांग्रेस की जीत को अब तक 24 घंटे भी नहीं हुए और नारे शुरू हो गए की, ""बाबरी मस्जिद लेके रहेंगे, पाकिस्तान ज़िंदाबाद

",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
1266,hindi,fake,"कांग्रेस की जीत को अब तक 24 घंटे भी नहीं हुए और नारे शुरू हो गए की, ""बाबरी मस्जिद लेके रहेंगे, पाकिस्तान ज़िंदाबाद

",deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
1266,hindi,fake,"कांग्रेस की जीत को अब तक 24 घंटे भी नहीं हुए और नारे शुरू हो गए की, ""बाबरी मस्जिद लेके रहेंगे, पाकिस्तान ज़िंदाबाद

",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
1266,hindi,fake,"कांग्रेस की जीत को अब तक 24 घंटे भी नहीं हुए और नारे शुरू हो गए की, ""बाबरी मस्जिद लेके रहेंगे, पाकिस्तान ज़िंदाबाद

",deepseek/deepseek-v4-flash,instruction_estonian,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
3700,hindi,fake,शाहरुख खान ने राम मंदिर निर्माण में 5 करोड़ रुपए दान दिए हैं।,google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
3700,hindi,fake,शाहरुख खान ने राम मंदिर निर्माण में 5 करोड़ रुपए दान दिए हैं।,google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
3700,hindi,fake,शाहरुख खान ने राम मंदिर निर्माण में 5 करोड़ रुपए दान दिए हैं।,google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
3700,hindi,fake,शाहरुख खान ने राम मंदिर निर्माण में 5 करोड़ रुपए दान दिए हैं।,deepseek/deepseek-v4-flash,instruction_english,UNCERTAIN,UNCERTAIN
3700,hindi,fake,शाहरुख खान ने राम मंदिर निर्माण में 5 करोड़ रुपए दान दिए हैं।,deepseek/deepseek-v4-flash,instruction_hindi,UNCERTAIN,UNCERTAIN
3700,hindi,fake,शाहरुख खान ने राम मंदिर निर्माण में 5 करोड़ रुपए दान दिए हैं।,deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
298,hindi,fake,"भूख हड़ताल के दौरान तजिंदर सिंह बग्गा ने समोसे खाए हैं।

भूख हड़ताल पर बैठे तजिंदर बग्गा ने नहीं खाया था खाना

",google/gemini-2.5-flash-lite,instruction_english,FAKE,FAKE
298,hindi,fake,"भूख हड़ताल के दौरान तजिंदर सिंह बग्गा ने समोसे खाए हैं।

भूख हड़ताल पर बैठे तजिंदर बग्गा ने नहीं खाया था खाना

",google/gemini-2.5-flash-lite,instruction_hindi,FAKE,FAKE
298,hindi,fake,"भूख हड़ताल के दौरान तजिंदर सिंह बग्गा ने समोसे खाए हैं।

भूख हड़ताल पर बैठे तजिंदर बग्गा ने नहीं खाया था खाना

",google/gemini-2.5-flash-lite,instruction_estonian,FAKE,FAKE
298,hindi,fake,"भूख हड़ताल के दौरान तजिंदर सिंह बग्गा ने समोसे खाए हैं।

भूख हड़ताल पर बैठे तजिंदर बग्गा ने नहीं खाया था खाना

",deepseek/deepseek-v4-flash,instruction_english,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
298,hindi,fake,"भूख हड़ताल के दौरान तजिंदर सिंह बग्गा ने समोसे खाए हैं।

भूख हड़ताल पर बैठे तजिंदर बग्गा ने नहीं खाया था खाना

",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
298,hindi,fake,"भूख हड़ताल के दौरान तजिंदर सिंह बग्गा ने समोसे खाए हैं।

भूख हड़ताल पर बैठे तजिंदर बग्गा ने नहीं खाया था खाना

",deepseek/deepseek-v4-flash,instruction_estonian,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
5273,hindi,fake,"व्हुआन मार्केट। चाइना, #कोरोना वायरस की उत्पत्ति।",google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
5273,hindi,fake,"व्हुआन मार्केट। चाइना, #कोरोना वायरस की उत्पत्ति।",google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
5273,hindi,fake,"व्हुआन मार्केट। चाइना, #कोरोना वायरस की उत्पत्ति।",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
5273,hindi,fake,"व्हुआन मार्केट। चाइना, #कोरोना वायरस की उत्पत्ति।",deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
5273,hindi,fake,"व्हुआन मार्केट। चाइना, #कोरोना वायरस की उत्पत्ति।",deepseek/deepseek-v4-flash,instruction_hindi,UNCERTAIN,UNCERTAIN
5273,hindi,fake,"व्हुआन मार्केट। चाइना, #कोरोना वायरस की उत्पत्ति।",deepseek/deepseek-v4-flash,instruction_estonian,UNCERTAIN,UNCERTAIN
3364,hindi,fake,कराची में जिन्ना गार्डन इलाके में पाकिस्तान इंटरनेशनल एयरलाइंस की 8303 का क्रैश होने से पहले का आखिरी फोटो,google/gemini-2.5-flash-lite,instruction_english,REAL,REAL
3364,hindi,fake,कराची में जिन्ना गार्डन इलाके में पाकिस्तान इंटरनेशनल एयरलाइंस की 8303 का क्रैश होने से पहले का आखिरी फोटो,google/gemini-2.5-flash-lite,instruction_hindi,REAL,REAL
3364,hindi,fake,कराची में जिन्ना गार्डन इलाके में पाकिस्तान इंटरनेशनल एयरलाइंस की 8303 का क्रैश होने से पहले का आखिरी फोटो,google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
3364,hindi,fake,कराची में जिन्ना गार्डन इलाके में पाकिस्तान इंटरनेशनल एयरलाइंस की 8303 का क्रैश होने से पहले का आखिरी फोटो,deepseek/deepseek-v4-flash,instruction_english,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
3364,hindi,fake,कराची में जिन्ना गार्डन इलाके में पाकिस्तान इंटरनेशनल एयरलाइंस की 8303 का क्रैश होने से पहले का आखिरी फोटो,deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
3364,hindi,fake,कराची में जिन्ना गार्डन इलाके में पाकिस्तान इंटरनेशनल एयरलाइंस की 8303 का क्रैश होने से पहले का आखिरी फोटो,deepseek/deepseek-v4-flash,instruction_estonian,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
372,hindi,fake,सरकार ने नई भर्तियों की प्रक्रिया पर रोक लगा दी है।,google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
372,hindi,fake,सरकार ने नई भर्तियों की प्रक्रिया पर रोक लगा दी है।,google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
372,hindi,fake,सरकार ने नई भर्तियों की प्रक्रिया पर रोक लगा दी है।,google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
372,hindi,fake,सरकार ने नई भर्तियों की प्रक्रिया पर रोक लगा दी है।,deepseek/deepseek-v4-flash,instruction_english,UNCERTAIN,UNCERTAIN
372,hindi,fake,सरकार ने नई भर्तियों की प्रक्रिया पर रोक लगा दी है।,deepseek/deepseek-v4-flash,instruction_hindi,UNCERTAIN,UNCERTAIN
372,hindi,fake,सरकार ने नई भर्तियों की प्रक्रिया पर रोक लगा दी है।,deepseek/deepseek-v4-flash,instruction_estonian,UNCERTAIN,UNCERTAIN
5583,hindi,fake,"कमलनाथ के निजी सचिव के 9 करोड़ की चोरी से कांग्रेस का कोई लेना देना नहीं है ऐसी छोटी मोटी चोरी करना कांग्रेस की आदत नहीं है
वो इतने दिन से पूछ रहे थे कि 'काला धन कहाँ है?' कमलनाथ के यहाँ छापा मारकर निक",google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
5583,hindi,fake,"कमलनाथ के निजी सचिव के 9 करोड़ की चोरी से कांग्रेस का कोई लेना देना नहीं है ऐसी छोटी मोटी चोरी करना कांग्रेस की आदत नहीं है
वो इतने दिन से पूछ रहे थे कि 'काला धन कहाँ है?' कमलनाथ के यहाँ छापा मारकर निक",google/gemini-2.5-flash-lite,instruction_hindi,FAKE,FAKE
5583,hindi,fake,"कमलनाथ के निजी सचिव के 9 करोड़ की चोरी से कांग्रेस का कोई लेना देना नहीं है ऐसी छोटी मोटी चोरी करना कांग्रेस की आदत नहीं है
वो इतने दिन से पूछ रहे थे कि 'काला धन कहाँ है?' कमलनाथ के यहाँ छापा मारकर निक",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
5583,hindi,fake,"कमलनाथ के निजी सचिव के 9 करोड़ की चोरी से कांग्रेस का कोई लेना देना नहीं है ऐसी छोटी मोटी चोरी करना कांग्रेस की आदत नहीं है
वो इतने दिन से पूछ रहे थे कि 'काला धन कहाँ है?' कमलनाथ के यहाँ छापा मारकर निक",deepseek/deepseek-v4-flash,instruction_english,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
5583,hindi,fake,"कमलनाथ के निजी सचिव के 9 करोड़ की चोरी से कांग्रेस का कोई लेना देना नहीं है ऐसी छोटी मोटी चोरी करना कांग्रेस की आदत नहीं है
वो इतने दिन से पूछ रहे थे कि 'काला धन कहाँ है?' कमलनाथ के यहाँ छापा मारकर निक",deepseek/deepseek-v4-flash,instruction_hindi,UNCERTAIN,UNCERTAIN
5583,hindi,fake,"कमलनाथ के निजी सचिव के 9 करोड़ की चोरी से कांग्रेस का कोई लेना देना नहीं है ऐसी छोटी मोटी चोरी करना कांग्रेस की आदत नहीं है
वो इतने दिन से पूछ रहे थे कि 'काला धन कहाँ है?' कमलनाथ के यहाँ छापा मारकर निक",deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
5212,hindi,fake,"13 जून, शनिवार से फेसबुक अपनी प्राइवेसी पॉलिसी में बदलाव जा रहा है। अगर यूजर्स इस लिखे हुए मैसेज को कॉपी करके अपनी वॉल पर पोस्ट नहीं करते हैं, तो उन्हें कानूनी मुश्किलों का सामना करना पड़ सकता है।",google/gemini-2.5-flash-lite,instruction_english,FAKE,FAKE
5212,hindi,fake,"13 जून, शनिवार से फेसबुक अपनी प्राइवेसी पॉलिसी में बदलाव जा रहा है। अगर यूजर्स इस लिखे हुए मैसेज को कॉपी करके अपनी वॉल पर पोस्ट नहीं करते हैं, तो उन्हें कानूनी मुश्किलों का सामना करना पड़ सकता है।",google/gemini-2.5-flash-lite,instruction_hindi,FAKE,FAKE
5212,hindi,fake,"13 जून, शनिवार से फेसबुक अपनी प्राइवेसी पॉलिसी में बदलाव जा रहा है। अगर यूजर्स इस लिखे हुए मैसेज को कॉपी करके अपनी वॉल पर पोस्ट नहीं करते हैं, तो उन्हें कानूनी मुश्किलों का सामना करना पड़ सकता है।",google/gemini-2.5-flash-lite,instruction_estonian,FAKE,FAKE
5212,hindi,fake,"13 जून, शनिवार से फेसबुक अपनी प्राइवेसी पॉलिसी में बदलाव जा रहा है। अगर यूजर्स इस लिखे हुए मैसेज को कॉपी करके अपनी वॉल पर पोस्ट नहीं करते हैं, तो उन्हें कानूनी मुश्किलों का सामना करना पड़ सकता है।",deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
5212,hindi,fake,"13 जून, शनिवार से फेसबुक अपनी प्राइवेसी पॉलिसी में बदलाव जा रहा है। अगर यूजर्स इस लिखे हुए मैसेज को कॉपी करके अपनी वॉल पर पोस्ट नहीं करते हैं, तो उन्हें कानूनी मुश्किलों का सामना करना पड़ सकता है।",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
5212,hindi,fake,"13 जून, शनिवार से फेसबुक अपनी प्राइवेसी पॉलिसी में बदलाव जा रहा है। अगर यूजर्स इस लिखे हुए मैसेज को कॉपी करके अपनी वॉल पर पोस्ट नहीं करते हैं, तो उन्हें कानूनी मुश्किलों का सामना करना पड़ सकता है।",deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
1806,hindi,fake,"@Main_Amitabh @SanjayAzadSln @ArvindKejriwal ये दिल्ली जलाने वाले आतंकवादी है, इसको तो पागल कुत्ते की तरह दौड़ा दौड़ा कर पीटना चाहिए",google/gemini-2.5-flash-lite,instruction_english,FAKE,FAKE
1806,hindi,fake,"@Main_Amitabh @SanjayAzadSln @ArvindKejriwal ये दिल्ली जलाने वाले आतंकवादी है, इसको तो पागल कुत्ते की तरह दौड़ा दौड़ा कर पीटना चाहिए",google/gemini-2.5-flash-lite,instruction_hindi,FAKE,FAKE
1806,hindi,fake,"@Main_Amitabh @SanjayAzadSln @ArvindKejriwal ये दिल्ली जलाने वाले आतंकवादी है, इसको तो पागल कुत्ते की तरह दौड़ा दौड़ा कर पीटना चाहिए",google/gemini-2.5-flash-lite,instruction_estonian,FAKE,FAKE
1806,hindi,fake,"@Main_Amitabh @SanjayAzadSln @ArvindKejriwal ये दिल्ली जलाने वाले आतंकवादी है, इसको तो पागल कुत्ते की तरह दौड़ा दौड़ा कर पीटना चाहिए",deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
1806,hindi,fake,"@Main_Amitabh @SanjayAzadSln @ArvindKejriwal ये दिल्ली जलाने वाले आतंकवादी है, इसको तो पागल कुत्ते की तरह दौड़ा दौड़ा कर पीटना चाहिए",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
1806,hindi,fake,"@Main_Amitabh @SanjayAzadSln @ArvindKejriwal ये दिल्ली जलाने वाले आतंकवादी है, इसको तो पागल कुत्ते की तरह दौड़ा दौड़ा कर पीटना चाहिए",deepseek/deepseek-v4-flash,instruction_estonian,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
4262,hindi,fake,"ये क्या हो गया सच्चा मुसलमान कभी ऐसा नही कर सकता तो इसका मतलब क्या समझा जाये शाहरुख खान सच्चे मुसलमान नही है ओ भी मात्र दो करोड़ रुपये के लिए ..!

",google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
